[INFO ] [2022-10-02 18:26:35,671] Click to Register on the header
[INFO ] [2022-10-03 00:00:40,328] Click to Register button
[INFO ] [2022-10-03 00:00:43,989] Verify error message about invalid email
[INFO ] [2022-10-03 00:00:44,027] Click on Continue buton to return to homepage
[INFO ] [2022-10-03 00:00:44,524] Click on Log out button
[INFO ] [2022-10-03 00:00:45,442] Click to Register on the header
[INFO ] [2022-10-03 00:00:45,896] Input valid value into Firstname textbox with: Thomas
[INFO ] [2022-10-03 00:00:45,975] Input valid value into Lastname textbox with: Block
[INFO ] [2022-10-03 00:00:46,067] Select Date of birthday
[INFO ] [2022-10-03 00:00:46,140] Select Month of birthday
[INFO ] [2022-10-03 00:00:46,224] ISelect Year of birthday
[INFO ] [2022-10-03 00:00:46,313] Input exist email to email textbox with: sandie.murray@yahoo.com
[INFO ] [2022-10-03 00:00:46,435] Input valid value into password textbox with: 8nlbat64zqfu
[INFO ] [2022-10-03 00:00:46,519] Input valid value into confirm password textbox with: 8nlbat64zqfu
[INFO ] [2022-10-03 00:00:46,595] Click to Register button
[INFO ] [2022-10-03 00:00:47,194] Verify error message about invalid email
[INFO ] [2022-10-03 00:00:47,245] Input valid value into Firstname textbox with: Thomas
[INFO ] [2022-10-03 00:00:47,321] Input valid value into Lastname textbox with: Block
[INFO ] [2022-10-03 00:00:47,403] Select Date of birthday
[INFO ] [2022-10-03 00:00:47,457] Select Month of birthday
[INFO ] [2022-10-03 00:00:47,513] ISelect Year of birthday
[INFO ] [2022-10-03 00:00:47,561] Input valid email to email textbox with: greg.gleichner@gmail.com
[INFO ] [2022-10-03 00:00:47,654] Input less-than-6-chars value into password textbox with
[INFO ] [2022-10-03 00:00:47,729] Input less-than-6-chars value into confirm password textbox with
[INFO ] [2022-10-03 00:00:47,861] Click to Register button
[INFO ] [2022-10-03 00:00:47,949] Verify error message about invalid password
[INFO ] [2022-10-03 00:00:48,031] Input valid value into Firstname textbox with: Thomas
[INFO ] [2022-10-03 00:00:48,119] Input valid value into Lastname textbox with: Block
[INFO ] [2022-10-03 00:00:48,188] Select Date of birthday
[INFO ] [2022-10-03 00:00:48,234] Select Month of birthday
[INFO ] [2022-10-03 00:00:48,280] ISelect Year of birthday
[INFO ] [2022-10-03 00:00:48,324] Input valid email to email textbox with: greg.gleichner@gmail.com
[INFO ] [2022-10-03 00:00:48,387] Input valid value into password textbox with: 8nlbat64zqfu
[INFO ] [2022-10-03 00:00:48,486] Input not-matched confirm password into confirm password textbox
[INFO ] [2022-10-03 00:00:48,556] Click to Register button
[INFO ] [2022-10-03 00:00:48,676] Verify error message about not-matched password
[INFO ] [2022-10-03 00:02:33,077] Click to Register on the header
[INFO ] [2022-10-03 00:02:36,444] Click to Register button
[INFO ] [2022-10-03 00:02:36,833] Verify Required message of Firstname field
[INFO ] [2022-10-03 00:02:36,908] Verify Required message of Lastname field
[INFO ] [2022-10-03 00:02:36,962] Verify Required message of Email field
[INFO ] [2022-10-03 00:02:37,003] Verify Required message of Password field
[INFO ] [2022-10-03 00:02:37,044] Verify Required message of Confirm Password field
[INFO ] [2022-10-03 00:02:37,097] Click to Register on the header
[INFO ] [2022-10-03 00:02:37,761] Select gender in checkbox
[INFO ] [2022-10-03 00:02:37,862] Input valid value into Firstname textbox with: Maryanne
[INFO ] [2022-10-03 00:02:38,059] Input valid value into Lastname textbox with: Ratke
[INFO ] [2022-10-03 00:02:38,497] Select Date of birthday
[INFO ] [2022-10-03 00:02:38,641] Select Month of birthday
[INFO ] [2022-10-03 00:02:38,728] Select Year of birthday
[INFO ] [2022-10-03 00:02:38,806] Input invalid email to email textbox
[INFO ] [2022-10-03 00:02:38,888] Input valid value into password textbox with: xmuug2z7bzu4xe
[INFO ] [2022-10-03 00:02:39,047] Input valid value into confirm password textbox with: xmuug2z7bzu4xe
[INFO ] [2022-10-03 00:02:39,230] Click to Register button
[INFO ] [2022-10-03 00:02:39,595] Verify error message about invalid email
[INFO ] [2022-10-03 00:02:39,760] Select gender in checkbox
[INFO ] [2022-10-03 00:02:40,065] Input valid value into Firstname textbox with: Maryanne
[INFO ] [2022-10-03 00:02:40,448] Input valid value into Lastname textbox with: Ratke
[INFO ] [2022-10-03 00:02:40,841] Select Date of birthday
[INFO ] [2022-10-03 00:02:40,966] Select Month of birthday
[INFO ] [2022-10-03 00:02:41,083] Select Year of birthday
[INFO ] [2022-10-03 00:02:41,199] Input valid email to email textbox with: wanetta.reichel@gmail.com
[INFO ] [2022-10-03 00:02:41,467] Input valid value into password textbox with: xmuug2z7bzu4xe
[INFO ] [2022-10-03 00:02:41,829] Input valid value into confirm password textbox with: xmuug2z7bzu4xe
[INFO ] [2022-10-03 00:02:42,273] Click to Register button
[INFO ] [2022-10-03 00:02:45,571] Verify error message about invalid email
[INFO ] [2022-10-03 00:02:45,611] Click on Continue buton to return to homepage
[INFO ] [2022-10-03 00:02:46,112] Click on Log out button
[INFO ] [2022-10-03 00:02:46,881] Click to Register on the header
[INFO ] [2022-10-03 00:02:47,395] Input valid value into Firstname textbox with: Maryanne
[INFO ] [2022-10-03 00:02:47,499] Input valid value into Lastname textbox with: Ratke
[INFO ] [2022-10-03 00:02:47,576] Select Date of birthday
[INFO ] [2022-10-03 00:02:47,648] Select Month of birthday
[INFO ] [2022-10-03 00:02:47,717] Select Year of birthday
[INFO ] [2022-10-03 00:02:47,787] Input exist email to email textbox with: wanetta.reichel@gmail.com
[INFO ] [2022-10-03 00:02:47,869] Input valid value into password textbox with: xmuug2z7bzu4xe
[INFO ] [2022-10-03 00:02:47,968] Input valid value into confirm password textbox with: xmuug2z7bzu4xe
[INFO ] [2022-10-03 00:02:48,042] Click to Register button
[INFO ] [2022-10-03 00:02:48,718] Verify error message about invalid email
[INFO ] [2022-10-03 00:02:48,764] Input valid value into Firstname textbox with: Maryanne
[INFO ] [2022-10-03 00:02:48,843] Input valid value into Lastname textbox with: Ratke
[INFO ] [2022-10-03 00:02:48,932] Select Date of birthday
[INFO ] [2022-10-03 00:02:48,982] Select Month of birthday
[INFO ] [2022-10-03 00:02:49,024] Select Year of birthday
[INFO ] [2022-10-03 00:02:49,066] Input valid email to email textbox with: larhonda.lesch@yahoo.com
[INFO ] [2022-10-03 00:02:49,160] Input less-than-6-chars value into password textbox with
[INFO ] [2022-10-03 00:02:49,236] Input less-than-6-chars value into confirm password textbox with
[INFO ] [2022-10-03 00:02:49,423] Click to Register button
[INFO ] [2022-10-03 00:02:49,531] Verify error message about invalid password
[INFO ] [2022-10-03 00:02:49,607] Input valid value into Firstname textbox with: Maryanne
[INFO ] [2022-10-03 00:02:49,710] Input valid value into Lastname textbox with: Ratke
[INFO ] [2022-10-03 00:02:49,776] Select Date of birthday
[INFO ] [2022-10-03 00:02:49,824] Select Month of birthday
[INFO ] [2022-10-03 00:02:49,876] Select Year of birthday
[INFO ] [2022-10-03 00:02:49,920] Input valid email to email textbox with: larhonda.lesch@yahoo.com
[INFO ] [2022-10-03 00:02:49,988] Input valid value into password textbox with: xmuug2z7bzu4xe
[INFO ] [2022-10-03 00:02:50,078] Input not-matched confirm password into confirm password textbox
[INFO ] [2022-10-03 00:02:50,161] Click to Register button
[INFO ] [2022-10-03 00:02:50,304] Verify error message about not-matched password
[INFO ] [2022-10-03 00:02:57,131] Click to Register on the header
[INFO ] [2022-10-03 00:02:58,673] Click to Register button
[INFO ] [2022-10-03 00:02:58,978] Verify Required message of Firstname field
[INFO ] [2022-10-03 00:02:59,009] Verify Required message of Lastname field
[INFO ] [2022-10-03 00:02:59,038] Verify Required message of Email field
[INFO ] [2022-10-03 00:02:59,061] Verify Required message of Password field
[INFO ] [2022-10-03 00:02:59,083] Verify Required message of Confirm Password field
[INFO ] [2022-10-03 00:02:59,112] Click to Register on the header
[INFO ] [2022-10-03 00:02:59,730] Select gender in checkbox
[INFO ] [2022-10-03 00:02:59,998] Input valid value into Firstname textbox with: Lita
[INFO ] [2022-10-03 00:03:00,045] Input valid value into Lastname textbox with: Fay
[INFO ] [2022-10-03 00:03:00,082] Select Date of birthday
[INFO ] [2022-10-03 00:03:00,347] Select Month of birthday
[INFO ] [2022-10-03 00:03:00,612] Select Year of birthday
[INFO ] [2022-10-03 00:03:00,855] Input invalid email to email textbox
[INFO ] [2022-10-03 00:03:00,903] Input valid value into password textbox with: n211ygczc05fm
[INFO ] [2022-10-03 00:03:00,956] Input valid value into confirm password textbox with: n211ygczc05fm
[INFO ] [2022-10-03 00:03:01,003] Click to Register button
[INFO ] [2022-10-03 00:03:01,283] Verify error message about invalid email
[INFO ] [2022-10-03 00:03:01,317] Select gender in checkbox
[INFO ] [2022-10-03 00:03:01,579] Input valid value into Firstname textbox with: Lita
[INFO ] [2022-10-03 00:03:01,796] Input valid value into Lastname textbox with: Fay
[INFO ] [2022-10-03 00:03:01,875] Select Date of birthday
[INFO ] [2022-10-03 00:03:01,909] Select Month of birthday
[INFO ] [2022-10-03 00:03:01,938] Select Year of birthday
[INFO ] [2022-10-03 00:03:01,975] Input valid email to email textbox with: cayla.shanahan@hotmail.com
[INFO ] [2022-10-03 00:03:02,053] Input valid value into password textbox with: n211ygczc05fm
[INFO ] [2022-10-03 00:03:02,099] Input valid value into confirm password textbox with: n211ygczc05fm
[INFO ] [2022-10-03 00:03:02,166] Click to Register button
[INFO ] [2022-10-03 00:03:03,413] Verify error message about invalid email
[INFO ] [2022-10-03 00:03:03,441] Click on Continue buton to return to homepage
[INFO ] [2022-10-03 00:03:03,906] Click on Log out button
[INFO ] [2022-10-03 00:03:04,700] Click to Register on the header
[INFO ] [2022-10-03 00:03:05,188] Input valid value into Firstname textbox with: Lita
[INFO ] [2022-10-03 00:03:05,244] Input valid value into Lastname textbox with: Fay
[INFO ] [2022-10-03 00:03:05,282] Select Date of birthday
[INFO ] [2022-10-03 00:03:05,532] Select Month of birthday
[INFO ] [2022-10-03 00:03:05,782] Select Year of birthday
[INFO ] [2022-10-03 00:03:06,061] Input exist email to email textbox with: cayla.shanahan@hotmail.com
[INFO ] [2022-10-03 00:03:06,118] Input valid value into password textbox with: n211ygczc05fm
[INFO ] [2022-10-03 00:03:06,158] Input valid value into confirm password textbox with: n211ygczc05fm
[INFO ] [2022-10-03 00:03:06,213] Click to Register button
[INFO ] [2022-10-03 00:03:06,655] Verify error message about invalid email
[INFO ] [2022-10-03 00:03:06,703] Input valid value into Firstname textbox with: Lita
[INFO ] [2022-10-03 00:03:06,746] Input valid value into Lastname textbox with: Fay
[INFO ] [2022-10-03 00:03:06,783] Select Date of birthday
[INFO ] [2022-10-03 00:03:06,811] Select Month of birthday
[INFO ] [2022-10-03 00:03:06,846] Select Year of birthday
[INFO ] [2022-10-03 00:03:06,874] Input valid email to email textbox with: tonia.hand@gmail.com
[INFO ] [2022-10-03 00:03:06,914] Input less-than-6-chars value into password textbox with
[INFO ] [2022-10-03 00:03:06,949] Input less-than-6-chars value into confirm password textbox with
[INFO ] [2022-10-03 00:03:06,988] Click to Register button
[INFO ] [2022-10-03 00:03:07,274] Verify error message about invalid password
[INFO ] [2022-10-03 00:03:07,340] Input valid value into Firstname textbox with: Lita
[INFO ] [2022-10-03 00:03:07,381] Input valid value into Lastname textbox with: Fay
[INFO ] [2022-10-03 00:03:07,415] Select Date of birthday
[INFO ] [2022-10-03 00:03:07,454] Select Month of birthday
[INFO ] [2022-10-03 00:03:07,486] Select Year of birthday
[INFO ] [2022-10-03 00:03:07,514] Input valid email to email textbox with: tonia.hand@gmail.com
[INFO ] [2022-10-03 00:03:07,552] Input valid value into password textbox with: n211ygczc05fm
[INFO ] [2022-10-03 00:03:07,611] Input not-matched confirm password into confirm password textbox
[INFO ] [2022-10-03 00:03:07,659] Click to Register button
[INFO ] [2022-10-03 00:03:07,977] Verify error message about not-matched password
[INFO ] [2022-10-03 00:04:02,799] Click to Register on the header
[INFO ] [2022-10-03 00:04:04,800] Click to Register button
[INFO ] [2022-10-03 00:04:05,241] Verify Required message of Firstname field
[INFO ] [2022-10-03 00:04:05,314] Verify Required message of Lastname field
[INFO ] [2022-10-03 00:04:05,358] Verify Required message of Email field
[INFO ] [2022-10-03 00:04:05,395] Verify Required message of Password field
[INFO ] [2022-10-03 00:04:05,439] Verify Required message of Confirm Password field
[INFO ] [2022-10-03 00:04:05,492] Click to Register on the header
[INFO ] [2022-10-03 00:04:06,154] Select gender in checkbox
[INFO ] [2022-10-03 00:04:06,267] Input valid value into Firstname textbox with: Sona
[INFO ] [2022-10-03 00:04:06,458] Input valid value into Lastname textbox with: Schmitt
[INFO ] [2022-10-03 00:04:07,131] Select Date of birthday
[INFO ] [2022-10-03 00:04:07,529] Select Month of birthday
[INFO ] [2022-10-03 00:04:07,710] Select Year of birthday
[INFO ] [2022-10-03 00:04:07,952] Input invalid email to email textbox
[INFO ] [2022-10-03 00:04:08,209] Input valid value into password textbox with: 682434510
[INFO ] [2022-10-03 00:04:08,441] Input valid value into confirm password textbox with: 682434510
[INFO ] [2022-10-03 00:04:08,572] Click to Register button
[INFO ] [2022-10-03 00:04:08,857] Verify error message about invalid email
[INFO ] [2022-10-03 00:04:08,939] Select gender in checkbox
[INFO ] [2022-10-03 00:04:09,287] Input valid value into Firstname textbox with: Sona
[INFO ] [2022-10-03 00:04:09,359] Input valid value into Lastname textbox with: Schmitt
[INFO ] [2022-10-03 00:04:09,450] Select Date of birthday
[INFO ] [2022-10-03 00:04:09,495] Select Month of birthday
[INFO ] [2022-10-03 00:04:09,553] Select Year of birthday
[INFO ] [2022-10-03 00:04:09,593] Input valid email to email textbox with: ouida.larkin@gmail.com
[INFO ] [2022-10-03 00:04:09,785] Input valid value into password textbox with: 682434510
[INFO ] [2022-10-03 00:04:10,038] Input valid value into confirm password textbox with: 682434510
[INFO ] [2022-10-03 00:04:10,499] Click to Register button
[INFO ] [2022-10-03 00:04:12,989] Verify error message about invalid email
[INFO ] [2022-10-03 00:04:13,036] Click on Continue buton to return to homepage
[INFO ] [2022-10-03 00:04:13,597] Click on Log out button
[INFO ] [2022-10-03 00:04:14,487] Click to Register on the header
[INFO ] [2022-10-03 00:04:14,952] Input valid value into Firstname textbox with: Sona
[INFO ] [2022-10-03 00:04:15,054] Input valid value into Lastname textbox with: Schmitt
[INFO ] [2022-10-03 00:04:15,145] Select Date of birthday
[INFO ] [2022-10-03 00:04:15,229] Select Month of birthday
[INFO ] [2022-10-03 00:04:15,314] Select Year of birthday
[INFO ] [2022-10-03 00:04:15,394] Input exist email to email textbox with: ouida.larkin@gmail.com
[INFO ] [2022-10-03 00:04:15,477] Input valid value into password textbox with: 682434510
[INFO ] [2022-10-03 00:04:15,592] Input valid value into confirm password textbox with: 682434510
[INFO ] [2022-10-03 00:04:15,678] Click to Register button
[INFO ] [2022-10-03 00:04:16,934] Verify error message about invalid email
[INFO ] [2022-10-03 00:04:17,049] Input valid value into Firstname textbox with: Sona
[INFO ] [2022-10-03 00:04:17,163] Input valid value into Lastname textbox with: Schmitt
[INFO ] [2022-10-03 00:04:17,258] Select Date of birthday
[INFO ] [2022-10-03 00:04:17,326] Select Month of birthday
[INFO ] [2022-10-03 00:04:17,386] Select Year of birthday
[INFO ] [2022-10-03 00:04:17,445] Input valid email to email textbox with: merlin.rogahn@hotmail.com
[INFO ] [2022-10-03 00:04:17,551] Input less-than-6-chars value into password textbox with
[INFO ] [2022-10-03 00:04:17,650] Input less-than-6-chars value into confirm password textbox with
[INFO ] [2022-10-03 00:04:17,815] Click to Register button
[INFO ] [2022-10-03 00:04:17,946] Verify error message about invalid password
